temp,humid,light,ac,heater,dehum,hum_sensor,label
22.286907061426604,66.18297335854973,251.43682439403756,0,1,0,29.915847952028486,0
22.200211395297266,64.87505491362201,245.76563680387508,1,1,1,44.00496960435466,0
21.879384634648193,65.99250230586912,249.77545299142602,1,0,0,79.04567624317369,0
22.567997287118267,65.41029260479793,252.28716001479995,1,0,0,68.37241126141956,0
22.159723967337918,66.17736017203508,254.22571674694794,0,1,1,88.9099246631883,0
21.89731212287154,66.27983189294295,246.91866470268522,1,0,0,58.723136941198995,0
21.51640812960689,66.05185380739589,252.7784684556637,1,0,1,27.266285227292887,0
22.135031650687967,66.17718752295262,251.13967254486852,0,1,0,61.15660338996904,0
22.61983113635334,65.81063521440322,245.70486047847686,1,1,0,79.0149844465296,0
21.685590226649026,65.54330055857525,250.7248596250017,1,1,1,34.01157121051709,0
21.757506476279396,65.83721708600159,250.43088395854247,0,0,0,60.78731700712142,0
22.557500186211,66.53110368175905,255.17815909571652,0,0,1,97.1124398299353,0
21.184437500496646,66.37684176679325,253.60593312359148,1,1,0,99.78419240145814,0
22.311267274708932,66.71170019219781,252.94679889446792,0,0,0,84.70735000407156,0
22.798514183124965,65.98107686097781,253.23841871364365,0,1,1,13.240316097141424,0
22.536294856756275,66.66797777019116,248.94705845542154,1,1,0,78.8462189902109,0
22.62324488282568,66.27702490904367,253.66930388976343,1,0,1,65.17304643053775,0
22.684902067588563,66.05215708758847,253.6810965846341,1,0,0,1.3540751454344413,0
22.718348301256977,65.8769297596785,255.9065663811766,1,0,0,48.544681422510095,0
21.83893791357592,65.94753253518488,258.2074808490824,1,1,0,82.05103740988962,0
23.498062873597856,65.72738858290579,256.1692658812852,1,1,1,81.87108376086752,0
21.6980692956097,65.55173321990873,255.07699997753943,0,0,1,15.613327634072204,0
22.16263730805964,64.95921140804995,253.85591117393903,1,1,1,68.14889509550956,0
22.022556418031265,65.56231745994545,258.6533432369819,0,0,1,86.31944701465433,0
22.405155619038773,67.47966105702265,251.54629163995546,0,0,0,65.19792535947907,0
23.778928503795417,66.32845283764826,253.47110489655998,0,1,1,2.782610657248241,0
21.721309059884476,65.78402867610389,258.1155479568676,1,0,0,75.38713840432354,0
22.500167681802246,66.12170215864828,253.34348746537694,1,1,0,93.70721012321296,0
23.043201622595536,65.66365067478344,257.1271376306536,0,1,1,60.23654807854487,0
22.215358847538734,64.98945693846076,258.49524779698254,0,1,0,36.26500888209962,0
22.476051624376453,65.71594827859164,255.062027255587,1,1,0,14.104734248548144,0
22.872887178927552,65.75994688693133,259.6154872642796,1,1,1,42.94084778179702,0
22.46401329652435,66.06193946367507,260.1078105042899,1,1,1,71.57007013886584,0
22.64826895732626,65.86536064293716,256.09798903774595,1,0,1,31.58610569103597,0
22.408866052378443,66.12065125024485,253.00464402686598,1,1,0,17.52203219735553,0
22.880682856621334,66.17862595979302,259.43586188525313,0,1,1,38.95124864800535,0
22.469554214461482,66.22171265244448,256.42073864508365,0,0,0,66.79917962090722,0
23.064148072203768,65.34904274449825,259.34059956908897,1,0,1,73.2573212671564,0
22.326347351432084,66.00294835204544,257.38521497612464,0,1,1,70.65368002834805,0
23.222098185010296,65.61162148838106,256.5940974588611,1,1,0,39.51028771870515,0
22.897137384249852,65.03784820780426,256.69608539854,0,0,0,8.18420873545419,0
23.657930522537015,65.6560852942911,256.7608354953113,1,1,1,93.82330840842373,0
22.321323614920903,66.49256080243558,260.8478698866048,1,1,1,10.225341562763612,0
23.151198053894486,65.60343150479603,258.56492192403033,0,0,1,82.30456179483157,0
23.216744064754838,65.15440057282457,259.19702868188153,1,0,1,3.5230531238228724,0
22.865692208274673,66.5737256175636,259.1082236308656,0,1,0,36.7619313867941,0
22.767807510497427,65.7329762192702,257.5790578490433,1,0,1,71.34032284872876,0
22.817685408789284,65.51625061097083,260.8706515943587,1,1,1,39.27002559705005,0
23.213975031352305,65.70242711444963,260.0608117103937,1,0,1,83.31553616655849,0
22.29660204843863,65.63592479686577,261.70432564251036,1,1,1,37.909832840023974,0
23.199974457626947,66.00314876064992,257.4870286722905,1,0,0,92.78647838920858,0
22.28063928234921,66.45797454883609,259.56939606746164,0,0,0,81.32294358873175,0
23.77854308038298,64.95187222735703,263.7765421032743,1,0,0,92.8487389109673,0
