temp,humid,light,ac,heater,dehum,hum_sensor,label
21.355687706591798,64.03160242044808,249.6776874719249,1,0,0,40.49551494754154,0
21.651375362582584,65.74168855065953,252.39894613556447,1,0,1,49.790132337463575,0
22.714585322131622,66.46464933189918,249.8514273573104,0,1,1,21.11716802979029,0
22.259342449188335,65.83644463672356,252.84850923075686,1,1,0,94.24336775835339,0
21.977770226996018,65.69112326281868,251.51258134298754,1,1,0,8.573696779309204,0
21.74996318700467,66.72559923136116,251.52841364925706,0,0,0,72.67414900294203,0
22.141069859749045,65.64683919976109,250.44950624081966,0,1,1,8.505521596550025,0
21.155290676866596,66.80160663251512,252.13234111823164,1,1,1,46.11689965790995,0
21.733375452290478,64.7701203160335,251.89125265546463,0,1,1,17.982972449550903,0
21.63267560154191,66.22479973598213,251.47423366231135,0,1,1,69.20303882329424,0
22.216608051064004,65.45956774919686,253.8732088802085,1,1,0,12.967061739772156,0
22.48687465990455,65.48970804736813,248.93848703456308,1,1,1,12.63687005312486,0
22.66926955158695,65.87390869093313,253.17282083365524,1,1,1,10.521557070806487,0
22.675726677037567,65.88824221196778,252.9636704574172,1,1,1,18.005281643868553,0
22.962570312195087,66.4175308177152,250.23683132513415,0,0,1,52.376443244432934,0
21.816985697773337,66.12221522612049,251.63922474613628,0,1,1,97.18506767452031,0
22.26817903110982,65.66198097289089,254.90169281868694,0,0,1,89.75237071029665,0
23.141525338409366,65.56759529237573,247.86444880304373,0,0,1,35.16079267538732,0
22.18604055735745,66.38141219901874,252.85251115270424,0,0,1,23.95512936055041,0
22.185659984193663,66.35085141321315,255.1645787455146,0,1,0,63.16747309787757,0
22.571539774793724,66.04112676499008,252.23904927282484,0,0,1,35.186094864699214,0
22.51248511651074,66.3785364739701,252.75885610975368,1,0,0,98.05552293599644,0
22.084136848416467,66.27450769699686,256.90635990580085,0,1,0,13.11371712053072,0
21.91255947953588,66.93814077147594,252.51868090707165,1,0,1,97.22216883083031,0
22.15668587672517,66.62265995414444,250.8231390293011,0,1,1,72.32939629398311,0
20.687173128621335,65.93349643920472,255.1343508132331,1,0,0,21.986057249506608,0
22.586415290357593,65.56654234181192,257.1464178599684,1,1,0,75.44514029049711,0
22.700248856416003,65.84452142445474,254.93224498483798,0,1,1,96.44403989437099,0
22.336057173048534,67.1523032010711,255.32234433130478,1,1,0,43.55953848571822,0
22.58275177385547,65.17681924350413,258.5537117738843,0,0,1,90.2705411224965,0
23.14464630245766,65.1089507759958,250.4131099440659,0,1,0,0.05137725468755683,0
22.35517576309742,66.71898089373647,254.04131645780714,0,0,1,18.607567181626482,0
22.40487923791415,67.11278275833737,258.78258347411924,0,0,1,25.665298062079877,0
22.13407472736538,65.24169000338162,256.1009553952008,1,0,1,42.86186776046684,0
22.8098657291873,67.14754849578459,255.0785990694427,1,0,1,60.15585188366922,0
22.965676066569337,65.91295820363428,255.9471837690626,1,1,1,10.969528722480437,0
23.118012519158007,65.30821030246669,259.13170293209,0,1,0,37.37257071165024,0
22.172004843359726,65.82918549451006,254.0710032243661,1,0,1,3.652939893155416,0
22.334113584732982,66.03436792071963,258.53975050265825,1,1,1,35.701707571984585,0
22.02639606190632,65.71791791211692,253.68292521289644,1,0,0,60.86137046369229,0
22.393862807015168,65.51202225923086,258.25742991849484,0,1,0,10.313458139660659,0
22.552149019414184,65.91676319250183,261.40396741175215,0,0,0,39.77411993398808,0
23.3323347159331,65.81610250407398,257.78421150697545,0,0,1,97.63651369994629,0
24.013259711660375,65.32754970973613,263.34560163518694,1,1,0,50.3636202504386,0
23.174469506036104,65.34403084075885,254.89448008596537,0,1,1,39.31096675078748,0
23.24871787247593,65.68168304736514,258.6280547172929,0,0,0,82.95512319053807,0
22.099092957638128,66.57330701391278,255.44681677313372,1,0,0,74.48722474064078,0
22.762783041030826,66.01394966730679,262.02689663138045,0,0,0,5.358506506117422,0
23.73934273320675,66.4136500039478,259.59031422639765,0,0,0,88.5732566685569,0
22.802650532231198,66.02006003048155,260.40574091079117,1,1,0,12.130535953499589,0
22.107949004225304,65.79668588381358,264.9378197570311,1,0,0,90.3606582107541,0
22.96985100261992,66.20903871976812,260.4269188039851,1,0,1,27.31732408540758,0
23.74352843461344,66.43861629861644,263.9622917644112,1,0,1,3.0873244526120502,0
23.155555857039648,65.03181816452359,259.51523566830735,0,0,1,7.467797621112182,0
23.038283113367957,65.77092139652916,263.51530614009386,0,1,0,53.55349695246314,0
23.305833649284562,65.71424795731055,257.5205939011802,0,1,0,53.76528166287723,0
21.960358594013684,65.68274078054733,265.54497436819184,0,1,0,24.938020075664767,0
23.289863884298533,65.07864003908207,260.8977601646419,0,1,0,96.41866866543965,0
22.96116257934755,65.81267172939111,263.0814664545479,1,1,0,37.98828409572506,0
22.7224373562263,65.2901517783884,264.0438691206709,1,0,0,27.69435360516165,0
23.36829738319928,65.17698658345881,256.6015525883894,1,0,0,38.83579127182909,0
23.09581485950536,65.16487992734993,267.10639647309205,1,0,1,9.76222371474047,0
23.86460598815052,65.8762575748717,263.02940037532414,1,0,1,86.85704746443209,0
22.76562616982826,66.41260884292814,261.3697791985968,1,1,0,33.42897920196525,0
23.005306629384492,65.2186680211486,259.74774298122435,1,1,1,67.68507307786228,0
22.481234326325243,65.13768035344192,260.0488873518114,0,0,0,90.3677792080156,0
22.791591552248097,65.74518443889257,262.10121406908945,1,0,0,5.890893809625686,0
22.63921483653462,65.84295388980095,258.67454114686694,1,1,1,16.990647392044067,0
23.02837089961209,65.5163627407002,260.4395063355656,1,0,1,95.44787140012788,0
24.093674360447057,64.84164777473941,263.320088412612,1,1,0,98.43747116188236,0
23.612797219118846,65.23120673690057,263.7722451191564,1,0,1,95.68355515598374,0
23.241527434676577,65.6874180735331,261.4202357562328,0,1,1,41.065204617876574,0
22.814323555008777,65.11275648705893,266.599258827572,0,0,0,86.64913515314481,0
22.51322963044012,65.68859804364568,269.44716129565995,0,1,0,35.4147344801786,0
23.18599903790532,65.06110029562765,259.75287923768394,0,0,1,93.0297818682101,0
23.462510125915063,65.8903667968542,265.0663900694631,1,0,1,78.61181999051303,0
23.121519744241546,65.97551613852232,263.9661866517476,1,1,0,9.861073655014362,0
23.355100087684214,64.52663906074224,265.6027126190132,1,1,0,88.92358703356393,0
23.050562339834684,65.02760395000284,260.5446023607208,0,0,0,45.67444142050216,0
23.155427694657348,65.4771539671987,263.84162294252286,1,1,1,22.66783400993544,0
22.775559051868374,65.90248227673789,262.7467103833907,1,0,1,80.32641393288604,0
22.913335942665288,64.81939912535232,263.78007684094007,1,0,1,20.1803881966942,0
22.403386722693682,64.57387264636013,266.21142935685657,1,0,1,93.40454628509505,0
22.040536650587455,65.8802418423417,268.0753143309582,1,1,0,75.42224259869373,0
24.003351849111432,65.69852779823965,266.50376057640847,0,0,1,93.28888128962548,0
23.052675555863864,65.55887654675652,267.5574330022787,1,1,0,38.11037829440548,0
22.45581266324747,64.8719529483312,266.8853031896972,0,0,1,30.89099433414979,0
23.187330192467716,64.8497222581791,264.20742331697824,1,1,1,67.12981427137385,0
23.05476763390723,65.06438442873275,263.95212499129946,0,1,0,4.347806963407452,0
